phrase_woodruff,phrases_scriptures,similarity_scores
at their head under the direction of the twelve apostles and this shall be our,"at their head, under the direction of the twelve apostles. and this shall be our",1.0000000000000002
and statutes of the lord our god let the companies be organized with captains of,and statutes of the lord our god. let the companies be organized with captains of,1.0000000000000002
them be organized into companies with a covenant and promise to keep all the commandments,"them, be organized into companies, with a covenant and promise to keep all the commandments",0.9999999999999999
and there bestowed upon them his last blessing and the lord appeared unto them and,"there bestowed upon them his last blessing. and the lord appeared unto them, and they",0.9784210500760897
that they can when the companies are organized let them go to with their might,"they can. when the companies are organized let them go to with their might, to",0.978062364211474
of the church of jesus christ of latter day saints and those who journey with,"people of the church of jesus christ of latter-day saints, and those who journey with",0.9678027665206747
his people let every man use all his influence and property to remove this people,let every man use all his influence and property to remove this people to the,0.9606114883380961
to prepare for those who are to tarry let each company with their captains and,"prepare for those who are to tarry. let each company, with their captains and presidents,",0.9535874327066215
according to the dividend of their property in taking the poor the widows the fatherless,"the dividend of their property, in taking the poor, the widows, the fatherless, and the",0.9496013013221757
to the place where the lord shall locate a stake of zion and if ye,place where the lord shall locate a stake of zion. and if ye do this,0.9484376844633006
this people let each company prepare houses and fields for raising grain for those who,"let each company prepare houses, and fields for raising grain, for those who are to",0.9450985829075462
concerning the camp of israel in their journeyings to the west let all the people,lord concerning the camp of israel in their journeyings to the west: let all the,0.9427616990541737
do this with a pure heart in all faithfulness ye shall be blessed you shall,"with a pure heart, in all faithfulness, ye shall be blessed; you shall be blessed",0.927869957587751
be blessed in your flocks and in your herds and in your fields and in,"in your flocks, and in your herds, and in your fields, and in your houses,",0.9219773152618388
are to remain behind this season and this is the will of the lord concerning,remain behind this season; and this is the will of the lord concerning his people.,0.9215829580661782
the nation and i will cut off those wicked and unjust stewards and appoint them,"in his time, will cut off those wicked, unfaithful, and unjust stewards, and appoint them",0.9158197281512959
the hearts of the children to the ancient fathers and the children to the fathers,"of the children to their fathers, and the hearts of the fathers to the children;",0.9141164366715755
hundreds captains of fifties and captains of tens with a president and his t councillors,"hundreds, captains of fifties, and captains of tens, with a president and his two counselors",0.9087891767817035
do as i have told you and fear not thine enemies for they shall not,"have told you, and fear not thine enemies; for they shall not have power to",0.8994111335967325
covenant that we will walk in all the ordinances of the lord let each company,covenant--that we will walk in all the ordinances of the lord. let each company provide,0.8887014371297579
lord come and he shall turn the hearts of the fathers to the children and,"lord come-- to turn the hearts of the fathers to the children, and the children",0.88557891367804
they may be ready to go to a land of peace go thy way and,ready to go to a land of peace. go thy way and do as i,0.8786490856988466
turn the hearts of the fathers to the children and the hearts of the children,"lord come-- to turn the hearts of the fathers to the children, and the children",0.8774387355587269
the widow and the fatherless come not up into the ears of the lord against,and the fatherless come not up into the ears of the lord against this people.,0.8683557426802626
